SKU,Articulo,Precio_Publico,Sucursal_Bodega,Stock_Actual
SURT0011,DADO LARGO 1/2 EXAGONAL 5/8*,70,Almacen Uno                                                 ,13
SURT0015,BARRA DE 6 CTOS. CON SUPRESOR,294.67,Almacen Uno                                                 ,13
SURT0017,BARRA DE 6 CONSTACTOS CON SUPRESOR 15AMP,159.48,Almacen Uno                                                 ,13
QOC16L100,CENTRO DE CARGA 6 CIRCUITOS 100A,379.95,Almacen Uno                                                 ,13
COF0001,CONECTOR FLEXIBLE PARA GAS 3/8 X3/8,165.51,Almacen Uno                                                 ,13
QOC816L100,CENTRO DE CARGA DE 8 CTO  1F 3H 100A EMPOTRABLE*,1305.795,Almacen Uno                                                 ,13
AISL0024,AISLADOR 13PD,434.63,Almacen Uno                                                 ,13
SIME0002,TABLERO AUTOSOPORTADO SIMENS 3WLPACK2000,330933.86,Almacen Uno                                                 ,13
SIME0001,TABLERO AUTOSOPORTADO SIMENS 3WLPACK1600,283769.26,Almacen Uno                                                 ,13
TGCR0004,"TUB GALV C/ROSCA Y COPLE 1 1/4""*",442.98,Almacen Uno                                                 ,13
TGCR0008,"TUB GALV C/ROSCA Y COPLE 3""*",1983.08,Almacen Uno                                                 ,13
COCR0003,"COPLE CON ROSCA 1""*",21.24,Almacen Uno                                                 ,13
EDB34100,INTERRUPTOR P/NF 3F 100A*,3900,Almacen Uno                                                 ,13
EGB14015,INTERRUPTOR P/NF 1X15A*,943.5,Almacen Uno                                                 ,13
QOB3100,ITM ATORNILLABLE 3X100*,4389.39,Almacen Uno                                                 ,13
HDL36100,INTERRUPTOR HDL 3P 100A 600V*,9520.5,Almacen Uno                                                 ,13
JDL36200,INTERRUPTOR JDL 3F 200A*,22171.5,Almacen Uno                                                 ,13
KA225FMX,GABINETE TIPO EMPOTRAR MARCO K 225A*,2342.36,Almacen Uno                                                 ,13
KA250SMX,GABINETE TIPO SOBREPONER MARCO K 250A*,2342.36,Almacen Uno                                                 ,13
KA36125,INTERRUPTOR KA 3F 50A 600V P/I LINE*,13807.5,Almacen Uno                                                 ,13
KAL36125,INTERRUPTOR KAL 3F 125A 600V*,12525,Almacen Uno                                                 ,13
LA400FMX,GABINETE TIPO EMPOTRAR MARCO L 400A*,7030.98,Almacen Uno                                                 ,13
LAL36300,INTERRUPTOR LAL 3P 300A 600V*,30030,Almacen Uno                                                 ,13
LAL36400,INTERRUPTOR LAL 3P 400A 600V*,30030,Almacen Uno                                                 ,13
MA36600,INTERRUPTOR 3P 600A 600V P/I LINE*,42138,Almacen Uno                                                 ,13
MAL36800,INTERRUPTOR 3P 800A 600V*,48285,Almacen Uno                                                 ,13
FAL36100,INTERRUPTOR FAL 3F 100A*,5330,Almacen Uno                                                 ,13
H150FMX,GABINETE EMPOTRAR MARCO H 150A,1531.14,Almacen Uno                                                 ,13
FA34040,INTERRUPTOR FA 3F 40A P/I LINE*,4767,Almacen Uno                                                 ,13
FA36100,INTERRUPTOR FA 3F 100A P/I LINE*,5944.5,Almacen Uno                                                 ,13
UTPPND98,CABLE UTP CATEGORIA 6A AZUL BOBINA 305MTS,51.66,Almacen Uno                                                 ,13
BAMA0006,"BASE PARA MASTIL 2 1/2""",0,Almacen Uno                                                 ,13
ESTE0027,CENTRO DE CARGA EQD-8S*,859.95,Almacen Uno                                                 ,13
ESTE0025,CENTRO DE CARGA EQD-6S*,660.45,Almacen Uno                                                 ,13
S00222,FOCO LED REFRIGERADOR 7W 65K E26 100-265V*,11.4,Almacen Uno                                                 ,13
ESTE0003,EP130C ITM 1X30 CURVA C ESTEVEZ*,111.3,Almacen Uno                                                 ,13
TUFL0028,TUBO FLUORESCENTE 32W 4100K T8,49.35,Almacen Uno                                                 ,13
TUFL0029,TUBO FLUORESCENTE 32W 6500K T8,37.5,Almacen Uno                                                 ,13
18YDLED430,EMPOTRADO LED 18W 100-240 6500,180.63,Almacen Uno                                                 ,13
8G95LED65,LAMPARA LED GLOBO 8W 100-240V 65K E27,218.25,Almacen Uno                                                 ,13
QOP0211,SOBREPONER CUADRADA 14W PQ02-52/65,171,Almacen Uno                                                 ,13
3M0012,CINTA ASILANTE SILICON 70 3M.,1152.27,Almacen Uno                                                 ,13
3M0013,CINTA SEMICONDUCTORA 13 3M.,431.25,Almacen Uno                                                 ,13
FKSPRO050,REFLECTOR LED 50W*,594.42,Almacen Uno                                                 ,13
QOP0220,SOBREPONER REDONDO 20W PQ02-52/65*,186,Almacen Uno                                                 ,13
QOP0066,PANEL LED 48W 60X60 6500°K PQ10-11,592.5,Almacen Uno                                                 ,13
QOP0005,REFLECTOR 50W PQ11-05S*,457.5,Almacen Uno                                                 ,13
TIER0001,ELECTRODOPARA TIERRA FISICA 30CM,699.59,Almacen Uno                                                 ,13
ZACL0018,"ZAPATA PONCH C/L 1B CAL. 1/0-1/4""",64.5,Almacen Uno                                                 ,13
ZACL0090,"ZAPATA PONCH C/L 2B CAL. 500-1/2""*",805.44,Almacen Uno                                                 ,13
ZACL0011,"ZAPATA PONCH C/L 1B CAL. 4-3/8""*",28.5,Almacen Uno                                                 ,13
COLB0002,"CONDULET LB 3/4""""",69.02,Almacen Uno                                                 ,13
MUF0003,"MUFA 1""",37.92,Almacen Uno                                                 ,13
CTWP0006,"CONECTOR WP 2""*",247.59,Almacen Uno                                                 ,13
CTZA0010,"CONECTOR ZAPA RECTO 4""*",613.4,Almacen Uno                                                 ,13
CONT0008,"CONTRATUERCA 3""¨",37.73,Almacen Uno                                                 ,13
COT0008,"CONDULET OT 3""""",742.46,Almacen Uno                                                 ,13
COWP0007,"COPLE WP 2 1/2""*",297.36,Almacen Uno                                                 ,13
CTHU0008,"CONECTOR HUB 3""*",445.82,Almacen Uno                                                 ,13
CTSR0009,"CONECTOR CON TORNILLO 4""*",319.92,Almacen Uno                                                 ,13
CTLI0022,"CONECT CURVO LICUTITE 2 1/2""*",712.2,Almacen Uno                                                 ,13
BALA0016,BAL ELE 1-2 LAM T5 54W 127/277V725-U-254-PHILLIPS,349.83,Almacen Uno                                                 ,13
SURT0018,"BASE PORTALAMPARA P/TUBO T8 2 PIN G13""",18.86,Almacen Uno                                                 ,13
LEVI0035,"DIMMER DESLIZABLE 6674-10W""",390.31,Almacen Uno                                                 ,13
LEVI0025,"CONTACTO FIJO 3F, 4H, 30A, 600V, L1730R",1453.5,Almacen Uno                                                 ,13
LEVI0030,"APAGADOR DECORA SENCILLO 15A, 560302W*",77.046,Almacen Uno                                                 ,13
CD400026,"EYS SELLO RAWELT 2""""",2341.77,Almacen Uno                                                 ,13
FOAM0007,FOCO ADITIVO METALICO 250W,223.65,Almacen Uno                                                 ,13
GU1050W,GU10 50W 120-130V LUZ BLANCA PHILLIPS,34.53,Almacen Uno                                                 ,13
CAIT0009,CAJA CUADRADA 6X6*,73.5,Almacen Uno                                                 ,13
CAIT0005,"CAJA OCTAGONAL 4"" REFORZADA*",26.25,Almacen Uno                                                 ,13
CAIT0006,"CAJA CUADRADA 4X4""*",12.9,Almacen Uno                                                 ,13
SOLE0020,SOLERA DE COBRE DE 1/4 X 2 X 40CM,0,Almacen Uno                                                 ,13
SILL0001,SILLA EJECUTIVA OPERATIVA NEGRA OHE65,3253.95,Almacen Uno                                                 ,13
SILL0002,SILLA GAMER SILLA OPERATIVA GAMER003,3139.5,Almacen Uno                                                 ,13
ORBI0008,TAPA INTERPERIE CONTACTO DUPLEX 4X4 2B 2C2D*,46.95,Almacen Uno                                                 ,13
MR16LED6B,MR16 5.5W LED LUZ BLANCA,26.25,Almacen Uno                                                 ,13
49491,"REGADERA ELEC DE 4 TEMP, 5 3/4"", BLANCA*",323.28,Almacen Uno                                                 ,13
49322,MULTICONTACTO 16AWG 3 CONTACOTOS Y 4 USB 4.8AMP BLANCO*,340.52,Almacen Uno                                                 ,13
47590,"CONTACTO DUPLEX + 2 USB + PLACA, LINEA ITALIANA",262.93,Almacen Uno                                                 ,13
LEVI0002,"CLAVIJA MEDIA VUELTA 2F, 3H, 20A, 250V, L620P""",354.27,Almacen Uno                                                 ,13
LEGRA0001,"CLAVIJA MEDIA VUELTA 3F, 4H, 30A, 250V, L1530P",321.86,Almacen Uno                                                 ,13
LEVI0091,"CLAVIJA MEDIA VUELTA 4F, 5H, 30A 120/208V, L2130P 2811",889.04,Almacen Uno                                                 ,13
EATO0041,"CONTACTO FIJO 2F, 3H, 15A, 277V, L715R""",274.05,Almacen Uno                                                 ,13
101931,PISTOLA PARA SALCHICHA 600ML*,306.03,Almacen Uno                                                 ,13
102681,PINZA PONCHADORA 3 MODULOS*,331.9,Almacen Uno                                                 ,13
102965,"TALACHO-PICO 2.5 LB MANGO MADERA 36""*",306.03,Almacen Uno                                                 ,13
100661,LIJA DE ROLLO PARA PLOMERO 38MM*5MTS*,60.34,Almacen Uno                                                 ,13
101734,BANDA DE 4*9 CON GANCHO PLANO PARA MALACATE*,357.76,Almacen Uno                                                 ,13
49905,ASIENTO ALARGADO PARA WC,355.61,Almacen Uno                                                 ,13
17926,BOTAS JARDINERA TRUPER*,171.55,Almacen Uno                                                 ,13
17166,"PALA REDONDA TRU GLASS, MANGO LARGO DE FIBRA DE VIDRIO*",292.24,Almacen Uno                                                 ,13
14637,BOMBA PRESURIZADORA 1/3 HP SALIDA A 3/4,1366.38,Almacen Uno                                                 ,13
14810,GATO HIDRAHULICO BOTELLA 2 TON TRUPER*,443.97,Almacen Uno                                                 ,13
16920,SOPLETE CON MANGUERA PARA GAS 200 PSI*,530.17,Almacen Uno                                                 ,13
15411,JUEGO DE 11 BROCASIERRAS BIMETALICAS Y 2 MANDRILES*,1616.38,Almacen Uno                                                 ,13
11536,PORTA HERRAMIENTAS DE CARNAZA CON 12 COMPARTIMENTOS*,392.24,Almacen Uno                                                 ,13
12322,CARRETE 30M DE ALAMBRE FORRADO MULTIUSOS,36.21,Almacen Uno                                                 ,13
14196,JUEGO 6 DESARMADORES DIELECTRICOS Y 1 PROBADOR D CORRIENTE*,426.72,Almacen Uno                                                 ,13
12621,"CINTA MASKING TAPE AZUL 3/4"" X 50M PARA PINTOR",53.45,Almacen Uno                                                 ,13
12578,"ROLLO DE 100M DE CINTA DELIMITADORA ""PRECAUCION""",54.31,Almacen Uno                                                 ,13
46298,VALVULA UNIVERSAL DE LLENADO PARA WC*,211.21,Almacen Uno                                                 ,13
27019,BOMBA PERIFERICO 1/2 HP 20MTS ALTURA PRETUL*,455,Almacen Uno                                                 ,13
27120,TALADRO INALAMBRICO 12V KIT ACC Y ESTUCHE*,1142.24,Almacen Uno                                                 ,13
29000,"KIT ROTOMARTILLO INALAMBRICO 1/2"" 20V Y 32 ACCESORIOS*",1547.41,Almacen Uno                                                 ,13
46986,"CAJA TIPO FS 3/4"" VOLTEC*",99.97,Almacen de Mercancia en Consignacion                        ,12
ZACL0002,"ZAPATA PONCH C/L 1B CAL. 6-1/4""**",23.99,Almacen de Mercancia en Consignacion                        ,12
12583,"ROLLO DE 305 M DE CINTA DELIMITADORA 'PRECAUCIÓN', TRUPER*",133.62,Almacen de Mercancia en Consignacion                        ,12
19792,MANGUERA 1/2 SUPER REFORZADA 4 CAPAS 20M,334.92,Almacen de Mercancia en Consignacion                        ,12
MR16LED65B,MR16 6.5 W LED LUZ BLANCA BOOMER 6500,43.74,Almacen de Mercancia en Consignacion                        ,12
SIME0100,CONTACTOR 50A 3RT2036-1AN60,3390,Almacen Uno                                                 ,12
11704,"BROCA PARA VIDRIO Y AZULEJO 3/8""",71.55,Almacen de Mercancia en Consignacion                        ,12
46433,PLACA TIPO FS CON CUBIERTA DOBLE DE SOBREPONER*,116.38,Almacen de Mercancia en Consignacion                        ,12
100815,JUEGO DE 4 BROCASIERRA BIMETALICA Y 1 MANDRIL EXPERT,133.5,Almacen de Mercancia en Consignacion                        ,12
11914,"CILINDRO DE GAS PROPILENO DE 400 G, AMARILLO, TRUPER",193.97,Almacen de Mercancia en Consignacion                        ,12
29936,"LUMINARIO SUBURBANO LED 50 W 6500 K, VOLTECK BASIC",392.24,Almacen Uno                                                 ,12
SIME0200,RELE DE SOBRECARGA 36-45A 3RU2136-4GB0,2835,Almacen Uno                                                 ,12
103392,"COMBO ROTOMARTILLO/DEST + DEST/IMPACTO, 20V, TRUPER PRO",4267.24,Almacen Uno                                                 ,12
100250,"COMBO ESMERILADORA 4-1/2', 850W,LENTES Y FLEXÓMETRO,ERGO-PRO",831.9,Almacen Uno                                                 ,12
103258,"SIERRA SABLE, 20V, 1 BATERÍA 2AH, TRUPER PRO",2370.69,Almacen Uno                                                 ,12
CH214,JUEVO DE LLAVES ESTRIAS 45° MET  7PZ,2250,Almacen Uno                                                 ,11
N24M,"NIVEL MAGNETICO ALUMINIO 24""",181.2,Almacen Uno                                                 ,11
CPU19P,"CAJA PL BRO PL NG 19X10""",376.8,Almacen Uno                                                 ,11
CH202,"JUEGO DADOS ACC 3/8"" MM 35PZ",3554.4,Almacen Uno                                                 ,11
UND24M,"NIVEL ANT IMP DU MAGNETICO 24""",466.8,Almacen Uno                                                 ,11
HIEX20,HIELERA NEGRA POR 20 LITROS 55X40CM,5400,Almacen Uno                                                 ,11
UNI36M,"NIVEL ANT IMP MAGN ALUMINIO 36""",476.4,Almacen Uno                                                 ,11
47116,"JUEGO DADOS ACC 1/4"" 26PZ",2257.2,Almacen Uno                                                 ,11
9921,"CAJA PLASTICO BROCH MT NEGRO 25X11""",1105.2,Almacen Uno                                                 ,11
